phone_id,track_no,pathLength,timeStopped,noStops,timeSpent,inactiveTime,sThetaChange,sThetaIn,sThetaOut,sThetaInOut,timePerStop,totAvrgSpeed,timesStoppedHere,pathPerShortest,timePerShortest,speedLessThan3,speedLessThan2,speedLessThan1,anglelargerthan5,anglelargerthan10,anglelargerthan15,anglelargerthan20,speedLargerThan10,,Businessman,Shopper,Security
ZX1B23QBS53771758c578bbd85,1,1205.05,0,18,999,0,742.9860417,0,0,0,51.77777778,1.206256256,932,0,0,36,47,794,327,29,25,29,23,,,,1
ZX1B23QBS53771758c578bbd85,2,1132.85526,0,18,959.5299449,0,604.6012555,0,0,0,46.94444444,1.18063565,845,0,0,49,52,753,332,19,36,19,28,,,,1
ZX1B23QBS53771758c578bbd85,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,5,1130.234145,0,18,986.8395831,0,643.49713,0,0,0,47.72222222,1.145306861,859,1.739059073,649.9113011,46,45,788,332,28,29,28,23,,,,1
ZX1B23QBS53771758c578bbd85,6,1005.25,0,19,833,0,513.8213487,0,0,0,37.52631579,1.206782713,713,0,0,31,36,669,299,17,26,17,27,,,,1
ZX1B23QBS53771758c578bbd85,7,967.1570019,0,11,773.1337524,0,476.7114172,0,0,0,62.81818182,1.2509569,691,0,0,34,35,608,262,26,23,26,21,,,,1
ZX1B23QBS53771758c578bbd85,8,1067.2,0,16,999,0,633.3438295,0,0,0,57.9375,1.068268268,927,0,0,36,49,809,331,26,33,26,22,,,,1
ZX1B23QBS53771758c578bbd85,9,1043.1,0,14,925,0,630.0609649,0,0,0,60.71428571,1.127675676,850,0,0,32,45,744,328,18,23,18,24,,,,1
ZX1B23QBS53771758c578bbd85,10,1045.6,0,15,999,0,593.8001535,0,0,0,60.26666667,1.046646647,904,0,0,44,46,806,358,27,32,27,17,,,,1
ZX1B23QBS53771758c578bbd85,11,1120.822489,0,18,897.3256208,0,576.9696025,0,0,0,43.66666667,1.249069973,786,0,0,40,43,692,304,17,28,17,19,,,,1
ZX1B23QBS53771758c578bbd85,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,14,1122.85,0,20,999,0,639.3003454,0,0,0,43.3,1.123973974,866,0,0,35,45,804,340,30,29,30,21,,,,1
ZX1B23QBS53771758c578bbd85,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,19,1158.85,0,21,999,0,731.2525959,0,0,0,43.23809524,1.16001001,908,0,0,45,41,798,309,28,25,28,20,,,,1
ZX1B23QBS53771758c578bbd85,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,21,1146.660388,0,19,928.276366,0,693.8196025,0,0,0,46.26315789,1.235257549,879,0,0,51,36,722,295,26,32,26,24,,,,1
ZX1B23QBS53771758c578bbd85,22,1112.553794,0,22,974.7888484,0,621.6849699,0,0,0,39.77272727,1.141327987,875,0,0,41,41,785,313,29,20,29,26,,,,1
ZX1B23QBS53771758c578bbd85,23,1107.628415,0,17,978.4117921,0,689.0368997,0,0,0,50.11764706,1.132067729,852,1.721199928,643.5210674,35,44,794,327,21,35,21,26,,,,1
ZX1B23QBS53771758c578bbd85,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,25,1117.8,0,12,999,0,700.3331853,0,0,0,76.5,1.118918919,918,0,0,47,48,793,327,27,37,27,20,,,,1
ZX1B23QBS53771758c578bbd85,26,1298.8,0,24,999,0,707.6626042,0,0,0,35.70833333,1.3001001,857,0,0,38,53,766,316,28,29,28,25,,,,1
ZX1B23QBS53771758c578bbd85,27,1135.95,0,14,999,0,652.9290516,0,0,0,65.07142857,1.137087087,911,0,0,41,50,787,333,34,34,34,15,,,,1
ZX1B23QBS53771758c578bbd85,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,31,1026.114339,0,13,946.5622235,0,586.1531168,0,0,0,67.15384615,1.084043197,873,0,0,37,58,754,313,37,28,37,17,,,,1
ZX1B23QBS53771758c578bbd85,32,1051.887473,0,16,868.3463254,0,577.3926809,0,0,0,50.4375,1.211368601,807,0,0,42,50,669,273,25,35,25,19,,,,1
ZX1B23QBS53771758c578bbd85,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,37,1198.25,0,21,999,0,682.6278345,0,0,0,41.04761905,1.199449449,862,0,0,37,42,798,351,26,32,26,27,,,,1
ZX1B23QBS53771758c578bbd85,38,1134.808047,0,18,923.6858774,0,586.701409,0,0,0,45.5,1.2285649,819,0,0,41,41,731,302,24,28,24,27,,,,1
ZX1B23QBS53771758c578bbd85,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,46,1132.044318,0,21,957.6916173,0,639.6570833,0,0,0,41.28571429,1.18205516,867,0,0,34,50,765,324,29,33,29,25,,,,1
ZX1B23QBS53771758c578bbd85,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,50,1230.02339,0,20,950.2978697,0,702.3816612,0,0,0,41.05,1.294355622,821,0,0,46,47,734,311,31,31,31,29,,,,1
ZX1B23QBS53771758c578bbd85,51,1142.1,0,20,999,0,674.9386459,0,0,0,42.95,1.143243243,859,0,0,43,52,791,312,26,22,26,23,,,,1
ZX1B23QBS53771758c578bbd85,52,1123.3,0,18,939,0,635.0533004,0,0,0,46.77777778,1.19627263,842,0,0,40,50,738,286,29,34,29,22,,,,1
ZX1B23QBS53771758c578bbd85,53,1082.465789,0,20,910.110824,0,537.4576042,0,0,0,39.6,1.189377997,792,318.6438332,3.397102583,28,59,715,318,22,34,22,25,,,,1
ZX1B23QBS53771758c578bbd85,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,57,1074,0,18,802,0,526.5763788,0,0,0,36.72222222,1.33915212,661,0,0,36,43,620,257,22,22,22,28,,,,1
ZX1B23QBS53771758c578bbd85,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,59,1224.856444,0,20,923.5644354,0,678.3723136,0,0,0,41.4,1.326227382,828,0,0,44,47,706,288,31,19,31,27,,,,1
ZX1B23QBS53771758c578bbd85,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,61,1142.347631,0,21,906.7921548,0,606.4667928,0,0,0,38.57142857,1.25976788,810,0,0,42,47,712,324,20,34,20,27,,,,1
ZX1B23QBS53771758c578bbd85,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,63,1098.25,0,23,999,0,637.7643037,0,0,0,36.04347826,1.099349349,829,0,0,29,47,816,332,27,25,27,26,,,,1
ZX1B23QBS53771758c578bbd85,64,1091.4,0,20,999,0,711.7432018,0,0,0,43.6,1.092492492,872,0,0,40,48,803,338,22,29,22,24,,,,1
ZX1B23QBS53771758c578bbd85,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,66,1082.318941,0,16,820.1803435,0,537.6235225,0,0,0,45.875,1.319610924,734,0,0,44,48,624,261,28,22,28,27,,,,1
ZX1B23QBS53771758c578bbd85,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,70,1128.25178,0,19,913.1926849,0,637.1156744,0,0,0,43.89473684,1.235502429,834,129.6530221,8.702086245,38,36,722,308,24,27,24,25,,,,1
ZX1B23QBS53771758c578bbd85,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,72,1174.993724,0,16,924.8392776,0,568.447097,0,0,0,52.25,1.270484238,836,0,0,47,40,727,339,19,29,19,29,,,,1
ZX1B23QBS53771758c578bbd85,73,1132.306263,0,20,875.6544127,0,637.1960499,0,0,0,38.3,1.293097193,766,0,0,29,49,687,280,21,23,21,32,,,,1
ZX1B23QBS53771758c578bbd85,74,1135.15,0,18,999,0,723.3455291,0,0,0,49.66666667,1.136286286,894,0,0,38,40,812,321,31,26,31,24,,,,1
ZX1B23QBS53771758c578bbd85,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,76,1152.494773,0,18,931.4635905,0,625.9423273,0,0,0,44.61111111,1.237294495,803,0,0,32,50,733,335,23,28,23,29,,,,1
ZX1B23QBS53771758c578bbd85,77,1085.704605,0,19,861.25915,0,596.0771902,0,0,0,38.31578947,1.260601533,728,0,0,41,41,667,301,23,23,23,22,,,,1
ZX1B23QBS53771758c578bbd85,78,1259.45,0,24,999,0,720.577903,0,0,0,36.375,1.260710711,873,0,0,35,45,791,336,28,28,28,29,,,,1
ZX1B23QBS53771758c578bbd85,79,1188.262031,0,19,872.1990734,0,512.5071601,0,0,0,38.89473684,1.362374792,739,0,0,33,53,676,299,24,32,24,31,,,,1
ZX1B23QBS53771758c578bbd85,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,82,1158.630283,0,19,894.9004037,0,655.9808279,0,0,0,41.78947368,1.294703051,794,0,0,40,44,691,277,23,30,23,23,,,,1
ZX1B23QBS53771758c578bbd85,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,84,1082.7,0,21,999,0,656.0880099,0,0,0,39.23809524,1.083783784,824,0,0,49,36,806,335,29,30,29,19,,,,1
ZX1B23QBS53771758c578bbd85,85,1137.006012,0,16,970.1167252,0,685.9661952,0,0,0,53.25,1.17203011,852,0,0,41,45,772,328,37,28,37,26,,,,1
ZX1B23QBS53771758c578bbd85,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
