phone_id,track_no,pathLength,timeStopped,noStops,timeSpent,inactiveTime,sThetaChange,sThetaIn,sThetaOut,sThetaInOut,timePerStop,totAvrgSpeed,timesStoppedHere,pathPerShortest,timePerShortest,speedLessThan3,speedLessThan2,speedLessThan1,anglelargerthan5,anglelargerthan10,anglelargerthan15,anglelargerthan20,speedLargerThan10,,Businessman,Shopper,Security
ZX1B23QBS53771758c578bbd85,1,1205.05,0,18,999,0,742.9860417,0,0,0,51.77777778,1.206256256,932,0,0,36,47,794,327,29,25,29,23,,,,1
ZX1B23QBS53771758c578bbd85,2,1132.85526,0,18,959.5299449,0,604.6012555,0,0,0,46.94444444,1.18063565,845,0,0,49,52,753,332,19,36,19,28,,,,1
ZX1B23QBS53771758c578bbd85,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,5,1130.234145,0,18,986.8395831,0,643.49713,0,0,0,47.72222222,1.145306861,859,1.739059073,649.9113011,46,45,788,332,28,29,28,23,,,,1
ZX1B23QBS53771758c578bbd85,6,1005.25,0,19,833,0,513.8213487,0,0,0,37.52631579,1.206782713,713,0,0,31,36,669,299,17,26,17,27,,,,1
ZX1B23QBS53771758c578bbd85,7,967.1570019,0,11,773.1337524,0,476.7114172,0,0,0,62.81818182,1.2509569,691,0,0,34,35,608,262,26,23,26,21,,,,1
ZX1B23QBS53771758c578bbd85,8,1067.2,0,16,999,0,633.3438295,0,0,0,57.9375,1.068268268,927,0,0,36,49,809,331,26,33,26,22,,,,1
ZX1B23QBS53771758c578bbd85,9,1043.1,0,14,925,0,630.0609649,0,0,0,60.71428571,1.127675676,850,0,0,32,45,744,328,18,23,18,24,,,,1
ZX1B23QBS53771758c578bbd85,10,1045.6,0,15,999,0,593.8001535,0,0,0,60.26666667,1.046646647,904,0,0,44,46,806,358,27,32,27,17,,,,1
ZX1B23QBS53771758c578bbd85,11,1120.822489,0,18,897.3256208,0,576.9696025,0,0,0,43.66666667,1.249069973,786,0,0,40,43,692,304,17,28,17,19,,,,1
ZX1B23QBS53771758c578bbd85,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,14,1122.85,0,20,999,0,639.3003454,0,0,0,43.3,1.123973974,866,0,0,35,45,804,340,30,29,30,21,,,,1
ZX1B23QBS53771758c578bbd85,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,19,1158.85,0,21,999,0,731.2525959,0,0,0,43.23809524,1.16001001,908,0,0,45,41,798,309,28,25,28,20,,,,1
ZX1B23QBS53771758c578bbd85,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,21,1146.660388,0,19,928.276366,0,693.8196025,0,0,0,46.26315789,1.235257549,879,0,0,51,36,722,295,26,32,26,24,,,,1
ZX1B23QBS53771758c578bbd85,22,1112.553794,0,22,974.7888484,0,621.6849699,0,0,0,39.77272727,1.141327987,875,0,0,41,41,785,313,29,20,29,26,,,,1
ZX1B23QBS53771758c578bbd85,23,1107.628415,0,17,978.4117921,0,689.0368997,0,0,0,50.11764706,1.132067729,852,1.721199928,643.5210674,35,44,794,327,21,35,21,26,,,,1
ZX1B23QBS53771758c578bbd85,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,25,1117.8,0,12,999,0,700.3331853,0,0,0,76.5,1.118918919,918,0,0,47,48,793,327,27,37,27,20,,,,1
ZX1B23QBS53771758c578bbd85,26,1298.8,0,24,999,0,707.6626042,0,0,0,35.70833333,1.3001001,857,0,0,38,53,766,316,28,29,28,25,,,,1
ZX1B23QBS53771758c578bbd85,27,1135.95,0,14,999,0,652.9290516,0,0,0,65.07142857,1.137087087,911,0,0,41,50,787,333,34,34,34,15,,,,1
ZX1B23QBS53771758c578bbd85,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,31,1026.114339,0,13,946.5622235,0,586.1531168,0,0,0,67.15384615,1.084043197,873,0,0,37,58,754,313,37,28,37,17,,,,1
ZX1B23QBS53771758c578bbd85,32,1051.887473,0,16,868.3463254,0,577.3926809,0,0,0,50.4375,1.211368601,807,0,0,42,50,669,273,25,35,25,19,,,,1
ZX1B23QBS53771758c578bbd85,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,37,1198.25,0,21,999,0,682.6278345,0,0,0,41.04761905,1.199449449,862,0,0,37,42,798,351,26,32,26,27,,,,1
ZX1B23QBS53771758c578bbd85,38,1134.808047,0,18,923.6858774,0,586.701409,0,0,0,45.5,1.2285649,819,0,0,41,41,731,302,24,28,24,27,,,,1
ZX1B23QBS53771758c578bbd85,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,46,1132.044318,0,21,957.6916173,0,639.6570833,0,0,0,41.28571429,1.18205516,867,0,0,34,50,765,324,29,33,29,25,,,,1
ZX1B23QBS53771758c578bbd85,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
ZX1B23QBS53771758c578bbd85,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1
TA92903URNf067ff16fcf8e045,1,1194.837216,0,26,820.3049244,0,600.8213487,0,0,0,25.23076923,1.456576915,656,0,0,25,67,625,264,15,25,15,29,,,1,
TA92903URNf067ff16fcf8e045,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,
TA92903URNf067ff16fcf8e045,3,1179.418789,0,22,886.8342561,0,649.2368915,0,0,0,36.31818182,1.329920197,799,0,0,26,60,693,292,35,25,35,27,,,1,
TA92903URNf067ff16fcf8e045,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,
TA92903URNf067ff16fcf8e045,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,
TA92903URNf067ff16fcf8e045,6,1206.569335,0,16,819.3445385,0,617.7056058,0,0,0,48.6875,1.472603134,779,0,0,22,57,625,283,22,20,22,31,,,1,
TA92903URNf067ff16fcf8e045,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,
TA92903URNf067ff16fcf8e045,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,
TA92903URNf067ff16fcf8e045,9,1179.080534,0,18,857.6787253,0,664.2546025,0,0,0,42.55555556,1.374734501,766,0,0,26,65,659,279,30,24,30,26,,,1,
TA92903URNf067ff16fcf8e045,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,
TA92903URNf067ff16fcf8e045,11,1209.45,0,15,991,0,820.8528345,0,0,0,60.86666667,1.220433905,913,0,0,41,61,782,303,34,35,34,26,,,1,
TA92903URNf067ff16fcf8e045,12,1040.169527,0,13,857.8903073,0,618.708676,0,0,0,62.61538462,1.212473807,814,0,0,27,34,705,257,30,35,30,20,,,1,
TA92903URNf067ff16fcf8e045,13,1158.536764,0,23,862.3735277,0,660.5476727,0,0,0,33.7826087,1.343428024,777,0,0,29,52,669,277,19,41,19,21,,,1,
TA92903URNf067ff16fcf8e045,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,
TA92903URNf067ff16fcf8e045,15,1139.956991,0,13,859.4877784,0,666.9859814,0,0,0,62.92307692,1.32632135,818,0,0,31,62,660,254,22,37,22,21,,,1,
TA92903URNf067ff16fcf8e045,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,
TA92903URNf067ff16fcf8e045,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,
TA92903URNf067ff16fcf8e045,18,1084.001386,0,20,792.7930736,0,619.4867709,0,0,0,36.4,1.367319446,728,0,0,31,54,615,239,23,30,23,28,,,1,
TA92903URNf067ff16fcf8e045,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,
TA92903URNf067ff16fcf8e045,20,1122.94534,0,15,801.3715825,0,633.3972588,0,0,0,50.13333333,1.401279212,752,0,0,21,52,619,254,33,36,33,23,,,1,
TA92903URNf067ff16fcf8e045,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,
TA92903URNf067ff16fcf8e045,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,
TA92903URNf067ff16fcf8e045,23,1013.783997,0,18,768.6344436,0,562.8068229,0,0,0,36.88888889,1.31894167,664,0,0,33,53,600,238,19,24,19,23,,,1,
TA92903URNf067ff16fcf8e045,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,
TA92903URNf067ff16fcf8e045,25,1083.9,0,13,875,0,607.2543504,0,0,0,63.07692308,1.238742857,820,0,0,33,47,692,306,26,25,26,23,,,1,
TA92903URNf067ff16fcf8e045,26,1016.416903,0,12,753.0669025,0,513.7411568,0,0,0,57.41666667,1.349703325,689,0,0,23,50,587,252,23,25,23,20,,,1,
TA92903URNf067ff16fcf8e045,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,
TA92903URNf067ff16fcf8e045,28,980.796061,0,11,819.4050046,0,572.0188898,0,0,0,69.54545455,1.196961277,765,0,0,25,49,657,247,29,28,29,19,,,1,
TA92903URNf067ff16fcf8e045,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,
TA92903URNf067ff16fcf8e045,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,
TA92903URNf067ff16fcf8e045,31,1156.725153,0,19,852.3996328,0,660.6293805,0,0,0,40.42105263,1.357022116,768,0,0,29,45,672,271,28,37,28,22,,,1,
TA92903URNf067ff16fcf8e045,32,1219.634204,0,13,899.631565,0,641.2718229,0,0,0,63.46153846,1.355704103,825,0,0,23,55,710,292,29,34,29,26,,,1,
TA92903URNf067ff16fcf8e045,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,
TA92903URNf067ff16fcf8e045,34,1122.50012,0,15,924.9002406,0,654.3147944,0,0,0,57.4,1.213644533,861,0,0,26,58,739,301,32,21,32,19,,,1,
TA92903URNf067ff16fcf8e045,35,1109.85,0,15,875,0,654.659312,0,0,0,54.53333333,1.2684,818,0,0,34,57,688,251,28,35,28,24,,,1,
TA92903URNf067ff16fcf8e045,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,
TA92903URNf067ff16fcf8e045,37,1161.325858,0,16,929.2444791,0,723.4072067,0,0,0,53.5,1.249752766,856,134.8675794,8.6108601,23,61,737,295,30,33,30,21,,,1,
