Character,PhoneID,TRACK,X,Y,Z,TimeStamp,Tb,XDISP,YDISP,ZDISP,MODDISP,RSX,RSY,RSZ,RAX,RAY,RAZ,MODSPD,MODACC,SPDTHETA,ACCTHETA,Interpolated
Business,ZX1B23QFSP48abead89f52e3bb,1,255.38749113490044,301.97679410233604,0.0,2014-09-24 11:01:24.666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Business,ZX1B23QFSP48abead89f52e3bb,1,257.8975207172261,301.9535702040693,0.0,2014-09-24 11:01:25.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Business,ZX1B23QFSP48abead89f52e3bb,1,260.7615668783289,302.0,0.0,2014-09-24 11:01:26.0,0.0,0.0,0.0,0.0,0.0,10.161306705298736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
Business,ZX1B23QFSP48abead89f52e3bb,1,266.0912133723607,303.8235488145965,0.0,2014-09-24 11:01:26.666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Business,ZX1B23QFSP48abead89f52e3bb,1,273.0827513863429,307.1485606744757,0.0,2014-09-24 11:01:27.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Business,ZX1B23QFSP48abead89f52e3bb,1,278.27566297312177,309.0700662294106,0.0,2014-09-24 11:01:28.0,0.0,0.0,0.0,0.0,0.0,9.909721029811772,0.6268022403941655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
Business,ZX1B23QFSP48abead89f52e3bb,1,283.30070942932286,310.51326258605826,0.0,2014-09-24 11:01:29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Business,ZX1B23QFSP48abead89f52e3bb,1,289.87542774862675,312.9881246852557,0.0,2014-09-24 11:01:30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Business,ZX1B23QFSP48abead89f52e3bb,1,294.66950149655514,314.466891269293,0.0,2014-09-24 11:01:31.0,0.0,0.0,0.0,0.0,0.0,8.930759139113752,0.8816898048801027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
Business,ZX1B23QFSP48abead89f52e3bb,1,297.76134961269133,315.50389065466146,0.0,2014-09-24 11:01:32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Business,ZX1B23QFSP48abead89f52e3bb,1,301.03475950605696,317.1611683125704,0.0,2014-09-24 11:01:33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Business,ZX1B23QFSP48abead89f52e3bb,1,303.86750723705507,318.17258082972427,0.0,2014-09-24 11:01:34.0,0.0,0.0,0.0,0.0,0.0,7.831038176376855,0.9470158371790576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
Business,ZX1B23QFSP48abead89f52e3bb,1,301.1820517605635,317.19594609532487,0.0,2014-09-24 11:01:34.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Business,ZX1B23QFSP48abead89f52e3bb,1,294.0596480757003,315.13758539115724,0.0,2014-09-24 11:01:34.666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Business,ZX1B23QFSP48abead89f52e3bb,1,291.1163063929265,314.1041526687256,0.0,2014-09-24 11:01:35.0,0.0,0.0,0.0,0.0,0.0,6.598933383631941,0.6514914679382159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
Business,ZX1B23QFSP48abead89f52e3bb,1,291.5228984948118,313.605134597696,0.0,2014-09-24 11:01:36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Business,ZX1B23QFSP48abead89f52e3bb,1,290.48793638456885,312.5116739288977,0.0,2014-09-24 11:01:37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Business,ZX1B23QFSP48abead89f52e3bb,1,290.68393094123803,311.97295104642734,0.0,2014-09-24 11:01:38.0,0.0,0.0,0.0,0.0,0.0,5.510148228488932,0.4359204876589865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
Business,ZX1B23QFSP48abead89f52e3bb,1,289.8524720361393,311.4963978468238,0.0,2014-09-24 11:01:38.666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Business,ZX1B23QFSP48abead89f52e3bb,1,286.808505084791,310.4986710968529,0.0,2014-09-24 11:01:39.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Business,ZX1B23QFSP48abead89f52e3bb,1,285.83461347254644,309.9928303822253,0.0,2014-09-24 11:01:40.0,0.0,0.0,0.0,0.0,0.0,4.7036345022355786,0.2942330614813117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
Business,ZX1B23QFSP48abead89f52e3bb,1,289.56579595136554,309.6736169658332,0.0,2014-09-24 11:01:41.666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Business,ZX1B23QFSP48abead89f52e3bb,1,295.17022525703504,309.00767090594303,0.0,2014-09-24 11:01:43.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Business,ZX1B23QFSP48abead89f52e3bb,1,298.7302855271604,308.6659416268557,0.0,2014-09-24 11:01:45.0,0.0,0.0,0.0,0.0,0.0,4.22833382680758,0.17241711214223263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
Business,ZX1B23QFSP48abead89f52e3bb,1,295.7868539853991,308.30127712705547,0.0,2014-09-24 11:01:46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Business,ZX1B23QFSP48abead89f52e3bb,1,289.2035470954489,307.58188145140366,0.0,2014-09-24 11:01:47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Business,ZX1B23QFSP48abead89f52e3bb,1,286.0468967443,307.2017795033504,0.0,2014-09-24 11:01:48.0,0.0,0.0,0.0,0.0,0.0,3.1636084423298607,0.09167383248083796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
Business,ZX1B23QFSP48abead89f52e3bb,1,283.948888051726,306.90861190293083,0.0,2014-09-24 11:01:49.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Business,ZX1B23QFSP48abead89f52e3bb,1,279.2205265765273,306.34328364274535,0.0,2014-09-24 11:01:50.666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Business,ZX1B23QFSP48abead89f52e3bb,1,276.94691375187006,306.039757415581,0.0,2014-09-24 11:01:52.0,0.0,0.0,0.0,0.0,0.0,2.309448579941261,0.033563279984632474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
Business,ZX1B23QFSP48abead89f52e3bb,-1,272.9001041116342,305.81055566970014,0.0,2014-09-24 11:01:52.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Business,ZX1B23QFSP48abead89f52e3bb,-1,264.78827290816906,305.3783859003874,0.0,2014-09-24 11:01:52.666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Business,ZX1B23QFSP48abead89f52e3bb,-1,260.60073959839747,305.14252943719765,0.0,2014-09-24 11:01:53.0,0.0,0.0,0.0,0.0,0.0,1.5832507969145189,-0.001471089513793461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
Business,ZX1B23QFSP48abead89f52e3bb,-1,257.95276676180424,304.9714331429841,0.0,2014-09-24 11:01:53.666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Business,ZX1B23QFSP48abead89f52e3bb,-1,252.64023212081145,304.65625556839655,0.0,2014-09-24 11:01:54.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Business,ZX1B23QFSP48abead89f52e3bb,-1,249.9234133068935,304.4803865145799,0.0,2014-09-24 11:01:55.0,0.0,0.0,0.0,0.0,0.0,1.0430144919173796,-0.026246846282518294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
Business,ZX1B23QFSP48abead89f52e3bb,1,250.0247750631713,304.34172449260234,0.0,2014-09-24 11:01:55.666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Business,ZX1B23QFSP48abead89f52e3bb,1,249.92137596305352,304.0932673854172,0.0,2014-09-24 11:01:56.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Business,ZX1B23QFSP48abead89f52e3bb,1,250.00541865091841,303.9510948944258,0.0,2014-09-24 11:01:57.0,0.0,0.0,0.0,0.0,0.0,0.9637099441598719,-0.044343904275904886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
Business,ZX1B23QFSP48abead89f52e3bb,1,250.08943316685742,303.8352089668829,0.0,2014-09-24 11:01:57.666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Business,ZX1B23QFSP48abead89f52e3bb,1,249.97582362666412,303.63380466538723,0.0,2014-09-24 11:01:58.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Business,ZX1B23QFSP48abead89f52e3bb,1,250.04163738638465,303.5152921316371,0.0,2014-09-24 11:01:59.0,0.0,0.0,0.0,0.0,0.0,0.8872100246112612,-0.057759261934836874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
Business,ZX1B23QFSP48abead89f52e3bb,1,250.23698453596828,303.39500411940577,0.0,2014-09-24 11:02:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Business,ZX1B23QFSP48abead89f52e3bb,1,250.3697810476985,303.1931934660568,0.0,2014-09-24 11:02:01.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Business,ZX1B23QFSP48abead89f52e3bb,1,250.60381673321535,303.0856911409829,0.0,2014-09-24 11:02:02.0,0.0,0.0,0.0,0.0,0.0,0.7999703104914673,-0.06790172388335308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
Business,ZX1B23QFSP48abead89f52e3bb,1,253.7191333723433,303.8562696691053,0.0,2014-09-24 11:02:02.666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Business,ZX1B23QFSP48abead89f52e3bb,1,259.2579043798718,305.2916784492031,0.0,2014-09-24 11:02:03.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Business,ZX1B23QFSP48abead89f52e3bb,1,262.52715135054774,306.0722546039594,0.0,2014-09-24 11:02:04.0,0.0,0.0,0.0,0.0,0.0,1.2354738741548457,0.057393437570527506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
Business,ZX1B23QFSP48abead89f52e3bb,1,269.6678374021276,305.9113626352865,0.0,2014-09-24 11:02:05.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Business,ZX1B23QFSP48abead89f52e3bb,1,282.4919859087644,305.5991953668903,0.0,2014-09-24 11:02:06.666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Business,ZX1B23QFSP48abead89f52e3bb,1,289.8132449949196,305.43137323204746,0.0,2014-09-24 11:02:08.0,0.0,0.0,0.0,0.0,0.0,2.185407439682667,0.022157407303627967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
Business,ZX1B23QFSP48abead89f52e3bb,1,295.2580677025037,305.27210487322867,0.0,2014-09-24 11:02:08.666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Business,ZX1B23QFSP48abead89f52e3bb,1,304.64722316808627,304.9722233709772,0.0,2014-09-24 11:02:09.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Business,ZX1B23QFSP48abead89f52e3bb,1,310.08587216727193,304.807326782977,0.0,2014-09-24 11:02:10.0,0.0,0.0,0.0,0.0,0.0,2.8606944991808523,-0.004895785286301996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
Business,ZX1B23QFSP48abead89f52e3bb,1,308.77247011605016,304.65055999630556,0.0,2014-09-24 11:02:11.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Business,ZX1B23QFSP48abead89f52e3bb,1,305.57903690883916,304.36286934312994,0.0,2014-09-24 11:02:12.666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Business,ZX1B23QFSP48abead89f52e3bb,1,304.12112023181686,304.20159592998203,0.0,2014-09-24 11:02:14.0,0.0,0.0,0.0,0.0,0.0,2.1299166993050775,-0.02841456333427338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
Business,ZX1B23QFSP48abead89f52e3bb,1,301.8587189828436,304.0750926090001,0.0,2014-09-24 11:02:14.666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Business,ZX1B23QFSP48abead89f52e3bb,1,297.09862706796827,303.84975755269625,0.0,2014-09-24 11:02:15.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Business,ZX1B23QFSP48abead89f52e3bb,1,294.7266254779706,303.7200406524182,0.0,2014-09-24 11:02:16.0,0.0,0.0,0.0,0.0,0.0,1.5601479826956535,-0.04537350734091249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
Business,ZX1B23QFSP48abead89f52e3bb,1,292.6864714933562,303.628536165652,0.0,2014-09-24 11:02:16.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Business,ZX1B23QFSP48abead89f52e3bb,1,288.4867690152968,303.4725734687046,0.0,2014-09-24 11:02:16.666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Business,ZX1B23QFSP48abead89f52e3bb,1,286.36060870958204,303.37874587004,0.0,2014-09-24 11:02:17.0,0.0,0.0,0.0,0.0,0.0,1.1435979763130326,-0.057255059341964246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
Business,ZX1B23QFSP48abead89f52e3bb,1,284.87475018005733,303.28321140209107,0.0,2014-09-24 11:02:17.666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Business,ZX1B23QFSP48abead89f52e3bb,1,281.8348262155111,303.12754265209026,0.0,2014-09-24 11:02:18.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Business,ZX1B23QFSP48abead89f52e3bb,1,280.3322759190346,303.04649544475865,0.0,2014-09-24 11:02:19.0,0.0,0.0,0.0,0.0,0.0,0.786172575640786,-0.0661999655468257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
Business,ZX1B23QFSP48abead89f52e3bb,1,282.4326163307254,303.8404863985713,0.0,2014-09-24 11:02:20.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Business,ZX1B23QFSP48abead89f52e3bb,1,286.0900774766896,305.317383879904,0.0,2014-09-24 11:02:21.666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Business,ZX1B23QFSP48abead89f52e3bb,1,288.2292064342641,306.12316217170496,0.0,2014-09-24 11:02:23.0,0.0,0.0,0.0,0.0,0.0,0.9934506290926755,0.07321173860069705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
Business,ZX1B23QFSP48abead89f52e3bb,1,289.64866487597027,305.96094729417234,0.0,2014-09-24 11:02:23.666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Business,ZX1B23QFSP48abead89f52e3bb,1,291.996734365122,305.6415851298777,0.0,2014-09-24 11:02:24.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Business,ZX1B23QFSP48abead89f52e3bb,1,293.4724303595802,305.47267058416435,0.0,2014-09-24 11:02:25.0,0.0,0.0,0.0,0.0,0.0,1.1353426781796196,0.039966534205160616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
Business,ZX1B23QFSP48abead89f52e3bb,1,296.2906253242512,305.3305706114221,0.0,2014-09-24 11:02:25.666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Business,ZX1B23QFSP48abead89f52e3bb,1,301.16800900209904,305.0575248585933,0.0,2014-09-24 11:02:26.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Business,ZX1B23QFSP48abead89f52e3bb,1,304.05636249852284,304.9099782479736,0.0,2014-09-24 11:02:27.0,0.0,0.0,0.0,0.0,0.0,1.4996646455908544,0.012997016118345469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
Business,ZX1B23QFSP48abead89f52e3bb,1,306.5026060151848,304.784006766124,0.0,2014-09-24 11:02:27.666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Business,ZX1B23QFSP48abead89f52e3bb,1,310.59342349404864,304.54819467297557,0.0,2014-09-24 11:02:28.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Business,ZX1B23QFSP48abead89f52e3bb,1,313.0902824028861,304.41779020011256,0.0,2014-09-24 11:02:29.0,0.0,0.0,0.0,0.0,0.0,1.7668455125486309,-0.008971117695706288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
Business,ZX1B23QFSP48abead89f52e3bb,1,315.222124385928,304.3002766978595,0.0,2014-09-24 11:02:29.666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Business,ZX1B23QFSP48abead89f52e3bb,1,318.65938972031717,304.09035120454416,0.0,2014-09-24 11:02:30.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Business,ZX1B23QFSP48abead89f52e3bb,1,320.8258358287267,303.9841233143212,0.0,2014-09-24 11:02:31.0,0.0,0.0,0.0,0.0,0.0,1.9552825219972236,-0.02681798719133201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
Business,ZX1B23QFSP48abead89f52e3bb,1,322.68378387856774,304.68155767054344,0.0,2014-09-24 11:02:31.666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Business,ZX1B23QFSP48abead89f52e3bb,1,325.5640638432145,305.96999901321,0.0,2014-09-24 11:02:32.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Business,ZX1B23QFSP48abead89f52e3bb,1,327.44323942808535,306.67666803062133,0.0,2014-09-24 11:02:33.0,0.0,0.0,0.0,0.0,0.0,2.078364790645854,0.09268115495067267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
Business,ZX1B23QFSP48abead89f52e3bb,1,329.05627071378166,306.51458978204505,0.0,2014-09-24 11:02:33.666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Business,ZX1B23QFSP48abead89f52e3bb,1,331.4516362560128,306.19418917113177,0.0,2014-09-24 11:02:34.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Business,ZX1B23QFSP48abead89f52e3bb,1,333.0762214565743,306.0388275822144,0.0,2014-09-24 11:02:35.0,0.0,0.0,0.0,0.0,0.0,2.146414883588014,0.05637478000545179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
Business,ZX1B23QFSP48abead89f52e3bb,1,333.99212025629686,306.61765274775826,0.0,2014-09-24 11:02:35.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Business,ZX1B23QFSP48abead89f52e3bb,1,335.07569336818773,307.6683407339188,0.0,2014-09-24 11:02:35.666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Business,ZX1B23QFSP48abead89f52e3bb,1,335.99527099770233,308.2670866423711,0.0,2014-09-24 11:02:36.0,0.0,0.0,0.0,0.0,0.0,2.1824366231875247,0.15321352959990603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
Business,ZX1B23QFSP48abead89f52e3bb,1,337.2746960777874,308.82280877316174,0.0,2014-09-24 11:02:36.666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Business,ZX1B23QFSP48abead89f52e3bb,1,339.0263049035275,309.8040567497425,0.0,2014-09-24 11:02:37.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Business,ZX1B23QFSP48abead89f52e3bb,1,340.30121301075053,310.3765139946649,0.0,2014-09-24 11:02:38.0,0.0,0.0,0.0,0.0,0.0,2.179613196794865,0.23574296724436908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
Business,ZX1B23QFSP48abead89f52e3bb,1,341.41529216158455,310.8931297208679,0.0,2014-09-24 11:02:38.666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Business,ZX1B23QFSP48abead89f52e3bb,1,342.84614446592576,311.77932050026334,0.0,2014-09-24 11:02:39.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Business,ZX1B23QFSP48abead89f52e3bb,1,343.88752672391917,312.3095124160685,0.0,2014-09-24 11:02:40.0,0.0,0.0,0.0,0.0,0.0,2.141873126240297,0.3039116996282778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
Business,ZX1B23QFSP48abead89f52e3bb,1,341.92329171218233,312.7902263693816,0.0,2014-09-24 11:02:40.666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Business,ZX1B23QFSP48abead89f52e3bb,1,337.73226328457383,313.5869504771408,0.0,2014-09-24 11:02:41.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Business,ZX1B23QFSP48abead89f52e3bb,1,335.7007004410998,314.0626035335631,0.0,2014-09-24 11:02:42.0,0.0,0.0,0.0,0.0,0.0,1.525431769855136,0.3580114399377623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
